id_alojamiento;nombre;departamento;municipio;tipo;direccion;precio_noche;amenidades
1214;Alojamiento_1214;Antioquia;Rionegro;casa barrio;Calle 100 #71-25;146128;wifi,ascensor,caja fuerte,piscina,aire acondicionado
1215;Alojamiento_1215;Antioquia;Itagui;casa;Calle 99 #23-29;56267;wifi,ascensor,bbq,lavadora,aire acondicionado,caja fuerte
1216;Alojamiento_1216;Antioquia;Itagui;apartamento;Calle 51 #57-98;48412;tv,patio,parqueadero,caja fuerte
1217;Alojamiento_1217;Antioquia;Envigado;casa;Calle 78 #23-76;66410;parqueadero,piscina,patio,ascensor,bbq
1218;Alojamiento_1218;Antioquia;Medellin;casa;Calle 92 #45-96;66451;aire acondicionado,bbq,piscina,wifi
1219;Alojamiento_1219;Antioquia;Rionegro;apartamento;Calle 65 #23-16;84462;caja fuerte,patio,bbq
1220;Alojamiento_1220;Antioquia;Bello;apartamento;Calle 73 #61-11;43118;patio,lavadora,piscina
1221;Alojamiento_1221;Antioquia;Bello;casa barrio;Calle 45 #63-11;139932;bbq,caja fuerte,piscina,lavadora,tv
1222;Alojamiento_1222;Antioquia;Envigado;apartamento;Calle 16 #15-50;46255;lavadora,aire acondicionado,patio,bbq,caja fuerte,parqueadero
1223;Alojamiento_1223;Antioquia;Bello;casa barrio;Calle 64 #54-7;128431;ascensor,parqueadero,tv,wifi,patio,bbq
1224;Alojamiento_1224;Antioquia;Medellin;casa;Calle 46 #92-80;113411;lavadora,piscina,parqueadero,wifi
1225;Alojamiento_1225;Antioquia;Envigado;casa;Calle 80 #23-75;53077;bbq,wifi,piscina,tv,ascensor,aire acondicionado
1226;Alojamiento_1226;Antioquia;Bello;apartamento;Calle 4 #26-63;35303;patio,aire acondicionado,wifi
1227;Alojamiento_1227;Antioquia;Envigado;apartamento;Calle 28 #1-49;42431;tv,parqueadero,lavadora,piscina,patio
1228;Alojamiento_1228;Antioquia;Envigado;casa;Calle 82 #38-57;127414;caja fuerte,piscina,tv,ascensor
1229;Alojamiento_1229;Antioquia;Rionegro;casa;Calle 64 #54-7;74880;parqueadero,ascensor,wifi,piscina,patio
1230;Alojamiento_1230;Antioquia;Itagui;casa;Calle 92 #45-96;55938;lavadora,bbq,parqueadero
1231;Alojamiento_1231;Antioquia;Bello;apartamento;Calle 20 #82-79;55229;ascensor,parqueadero,bbq,patio,caja fuerte
1232;Alojamiento_1232;Antioquia;Rionegro;casa;Calle 59 #94-54;141607;tv,wifi,aire acondicionado,ascensor
1233;Alojamiento_1233;Antioquia;Bello;casa;Calle 44 #85-49;98418;parqueadero,wifi,ascensor
1234;Alojamiento_1234;Antioquia;Bello;casa barrio;Calle 76 #28-83;149615;patio,lavadora,piscina,wifi
1235;Alojamiento_1235;Antioquia;Rionegro;casa;Calle 80 #23-75;29453;aire acondicionado,piscina,parqueadero
1236;Alojamiento_1236;Antioquia;Itagui;apartamento;Calle 24 #71-51;26235;ascensor,lavadora,wifi
1237;Alojamiento_1237;Antioquia;Medellin;casa barrio;Calle 4 #26-63;92559;lavadora,bbq,aire acondicionado,parqueadero,wifi,caja fuerte
1238;Alojamiento_1238;Antioquia;Itagui;casa barrio;Calle 61 #20-15;69511;tv,patio,caja fuerte
1239;Alojamiento_1239;Antioquia;Rionegro;casa barrio;Calle 84 #81-13;125632;ascensor,parqueadero,piscina
1240;Alojamiento_1240;Antioquia;Itagui;casa;Calle 15 #25-37;110094;bbq,ascensor,lavadora,tv,piscina
1241;Alojamiento_1241;Antioquia;Itagui;casa barrio;Calle 83 #100-85;138754;parqueadero,patio,caja fuerte,piscina
1242;Alojamiento_1242;Antioquia;Bello;apartamento;Calle 71 #19-62;75877;ascensor,aire acondicionado,bbq,wifi,parqueadero,patio
1243;Alojamiento_1243;Antioquia;Itagui;apartamento;Calle 43 #37-62;143865;caja fuerte,bbq,patio,parqueadero,wifi,tv
1244;Alojamiento_1244;Antioquia;Rionegro;casa barrio;Calle 59 #94-54;45684;aire acondicionado,bbq,parqueadero,caja fuerte
1245;Alojamiento_1245;Antioquia;Bello;casa;Calle 96 #13-14;99245;piscina,caja fuerte,patio,tv,aire acondicionado,wifi
1246;Alojamiento_1246;Antioquia;Bello;casa barrio;Calle 78 #23-76;31441;wifi,parqueadero,aire acondicionado
1247;Alojamiento_1247;Antioquia;Itagui;apartamento;Calle 38 #1-82;74769;piscina,bbq,ascensor
1248;Alojamiento_1248;Antioquia;Rionegro;apartamento;Calle 79 #18-44;39294;parqueadero,piscina,tv,ascensor
1249;Alojamiento_1249;Antioquia;Bello;casa;Calle 52 #29-31;114403;caja fuerte,ascensor,aire acondicionado,piscina,tv
